area,construction_time,floor,intro,price,title,zoning
108m²,2020年建造,低层(共34层),"
                    瀚宇天悦城  
                    金水-三全路-文化路,近三全路",180,金水区核心繁华地段 双地铁入户  公立龙门实验小学中学双学校,3室2厅
130m²,2018年建造,低层(共34层),"
                    锦艺金水湾观澜苑  
                    金水-文化路-文化路,近连霍高速",180,南北通透 129平 3室2厅 锦艺金水湾观澜苑 房东急置换,3室2厅
119m²,2019年建造,低层(共33层),"
                    盛澳金尊府  
                    管城-管南片-腾飞路,近尚庄路",189,管城区 高品质 双地铁口 改善型住宅 中国风建筑 配套齐全,3室2厅
120m²,2021年建造,低层(共30层),"
                    绿地城  
                    二七-嵩山南路-郑密路,近南三环",140,二七区国企开发  拼团购双阳台 精装修  准现房  先到先得,3室2厅
117m²,2020年建造,低层(共32层),"
                    金地名悦  
                    中牟-中牟城区-航海东路,近风栖路",111,经开区，金地名悦大三房，双气发，单价不到一万,3室2厅
131m²,2015年建造,低层(共32层),"
                    碧桂园天悦  
                    经开-远大理想城-经开第一大街,近经南六辅路",193,经开区 现房直接签一手房合同 无税 碧桂园天悦 精装修,3室2厅
121m²,2000年建造,低层(共34层),"
                    永威城  
                    管城-管城周边-中州大道",172,低首付现房，永威城一楼三室户型方正，低于市场价,3室2厅
89m²,2018年建造,低层(共34层),"
                    锦艺金水湾观锦苑  
                    金水-索凌路-文化路",128,锦艺开发，首付35万贾鲁河河景，三开间朝阳，低于市场价5万，,3室2厅
90m²,2018年建造,低层(共32层),"
                    瀚海尔湾  
                    郑东新区-郑东新区周边-鸿宝路",160,北龙湖区域贾鲁河旁 东三环优胜路学校1号线 环境优美改善大盘,3室2厅
118m²,2020年建造,低层(共33层),"
                    金地滨河风华  
                    管城-管城周边-明理南路,经南十二路",188,滨河新区 金地开发 外国语  南北通透 均价16xxx起,3室2厅
89m²,2020年建造,低层(共33层),"
                    阳光城6号院  
                    管城-世纪欢乐园-郑尉路",122,金二环 南北通透小三居 4号线地铁口,3室2厅
95m²,2022年建造,低层(共31层),"
                    富田城九鼎华府四号院  
                    管城-管南片-豫一路,近祥和路",105,低首付 拼团购价 小李庄火车站 4号线地铁口 外国语学校,3室2厅
112m²,2014年建造,低层(共34层),"
                    锦绣山河玉晖园  
                    二七-二七周边-嵩山南路375号",140,3室2厅 南北通透 140万 锦绣山河玉晖园 采光好 周边商,3室2厅
136m²,2014年建造,低层(共34层),"
                    鑫苑鑫城  
                    郑东新区-东风南路-康平路89号",299,送前后双小院 有车位 鑫苑鑫城 40万精装修大三房 业主急售,3室2厅
127m²,2018年建造,低层(共32层),"
                    鑫苑名城北苑  
                    二七-二七周边-嵩山南路",162,样板间装修，鑫苑名城三室双卫，拎包入住，装修25万，有本满2,3室2厅
89m²,2020年建造,低层(共33层),"
                    阳光城6号院  
                    管城-世纪欢乐园-郑尉路",122,金二环 首付10万 南北通透小三居 4号线地铁口,3室2厅
117m²,2019年建造,低层(共34层),"
                    金地名悦  
                    中牟-中牟城区-航海东路,近风栖路",112,经开区双地铁 劲爆9千多 双气准现房 三室两厅两卫 南北通透,3室2厅
89m²,2020年建造,低层(共33层),"
                    阳光城6号院  
                    管城-世纪欢乐园-郑尉路",122,金二环 首付百分之十 南北通透小三居 4号线地铁口,3室2厅
89m²,2020年建造,低层(共33层),"
                    阳光城6号院  
                    管城-世纪欢乐园-郑尉路",122,金二环 南北通透小三居 4号线2号线双地铁环绕,3室2厅
117m²,2019年建造,低层(共34层),"
                    金地名悦  
                    中牟-中牟城区-航海东路,近风栖路",115,经开区 金地品质大盘 地铁口 双气小区 准现房 今年买明年住,3室2厅
99m²,2020年建造,低层(共33层),"
                    富田城九鼎华府四号院  
                    管城-管南片-豫一路,近祥和路",119,千亩大盘 地铁4号线 南北通透 特价1XXXX起 首付1城,3室2厅
85m²,2016年建造,低层(共33层),"
                    东润城(一期臻园)  
                    郑东新区-郑东新区周边-商都大道",85,3室2厅 85平 电梯房 东润城(一期臻园) 房东急置换 诚,3室2厅
142m²,2015年建造,低层(共30层),"
                    富田九鼎世家  
                    经开-第三大街-经开第五大街88号",285,经开区 富田九鼎 人车分流  绿化好 配套齐全  地铁5号线,3室2厅
87m²,2018年建造,低层(共34层),"
                    泰山誉景  
                    金水-鑫苑路-经三路,近北三环",143,北龍湖西畔，地铁准現房，5萬网签，农科路學區，價值可期,3室2厅
121m²,2017年建造,低层(共32层),"
                    招商天地华府  
                    二七-嵩山路-嵩山南路,近南四环",150,(优  质)无税现房，铂金楼层，招商一级物业，全明通透大三室,3室2厅
119m²,2017年建造,低层(共33层),"
                    鑫苑名城  
                    二七-嵩山路-嵩山南路,近南三环",140,捡漏！捡漏！有本无税，上省实验小学 低于市场价15万急急急,3室2厅
122m²,2000年建造,低层(共34层),"
                    永威城  
                    管城-管城周边-中州大道",180,永威城大三房业主急售随时看房，有钥匙环境优美采光无遮挡！,3室2厅
121m²,2000年建造,低层(共34层),"
                    永威城  
                    管城-管城周边-中州大道",172,同样首付三十万 我选永威高品质  看过永威现房再做决定置业哪,3室2厅
129m²,2019年建造,低层(共32层),"
                    泉舜上城  
                    金水-南阳路-黄河路82号",232.5,金一环 地铁3，5号线 5万网签 129大三房 可用公积金,3室2厅
87m²,2022年建造,低层(共32层),"
                    恒大未来之光  
                    中牟-中牟城区-荆州路",71,港区核心 领事馆区 地铁口    恒大精装品质  千亩大盘,3室2厅
97m²,2019年建造,低层(共32层),"
                    名门橙邦  
                    二七-华中片-大学路",135,金二环 双地铁 二七万达旁 名门城邦 航海路大学路,3室2厅
120m²,2014年建造,低层(共33层),"
                    升龙城2号院  
                    二七-淮河路-兴华南街,政通路",240,急卖价格包满意 双露台200平 升龙城2号院  双阳台 急,3室2厅
89m²,2018年建造,低层(共32层),"
                    盛润运河城  
                    二七-二七周边-大学南路,近鼎盛大道",96,大学路 地铁口 首付5万买三房 准现房 公园旁,3室2厅
115m²,2018年建造,低层(共33层),"
                    碧桂园天悦  
                    经开-远大理想城-经开第一大街,近经南六辅路",185,碧桂园，经开区，员工内部房，直接该合同!没有差额税！85折！,3室2厅
165m²,2012年建造,低层(共34层),"
                    鑫苑现代城  
                    二七-京广路-庆丰街17号",385,陇西小学 带院 有车位 鑫苑现代城豪华装修三居室 诚心出售,3室2厅
95m²,2020年建造,低层(共33层),"
                    东润城(五期裕园)  
                    中牟-白沙镇-敬业路,近商都路",98,东润城五期，精装交房，更名转让单价10800，无其他费用,3室2厅
130m²,2016年建造,低层(共33层),"
                    有色地质家园(B区)  
                    郑东新区-商都路-雁鸣路",140,东区象湖 有色地质家园 精装三房 140万送货车 随时看房,3室2厅
136m²,2016年建造,低层(共28层),"
                    鑫苑鑫城  
                    郑东新区-东风南路-康平路89号",299,（送花园）鑫苑鑫城 300万   满二  南北通透 136平,3室2厅
89m²,2017年建造,低层(共27层),"
                    杲村滨河家园西院  
                    金水-索凌路-索凌路",72,北区地铁口精装现房双气三室 一口价 拎包入住有意者联系,3室2厅
115m²,2018年建造,低层(共32层),"
                    物华臻悦  
                    荥阳-荥阳城区-飞龙路,近康泰路",80,精装修 物华臻悦 电梯房 80万 楼层好 视野无遮挡,3室2厅
106m²,2018年建造,低层(共32层),"
                    物华臻悦  
                    荥阳-荥阳城区-飞龙路,近康泰路",72,电梯房 72万 3室2厅 106平 楼层好 视野无遮挡,3室2厅
102m²,2014年建造,低层(共26层),"
                    升龙城2号院  
                    二七-淮河路-兴华南街,政通路",159,急卖 升龙城2号院 朝南精装三房 换房急卖 价格好说 随时看,3室2厅
136m²,2014年建造,低层(共34层),"
                    鑫苑鑫城  
                    郑东新区-东风南路-康平路89号",299,地铁口满五年 精装修 鑫苑鑫城 送花园 降价20万 随时看房,3室2厅
133m²,2019年建造,低层(共32层),"
                    物华臻悦  
                    荥阳-荥阳城区-飞龙路,近康泰路",90,物华臻悦，荥阳东区，2中附近，正上豪布斯卡,3室2厅
89m²,2019年建造,低层(共34层),"
                    汇泉西悦城一号院  
                    中原-陇海西路-西四环,近陇海西路",98,西四环 奥体旁 地铁6号线 汇泉西悦城 单价11000起,3室2厅
126m²,2017年建造,低层(共26层),"
                    碧桂园凤凰湾  
                    郑州周边-新乡-滨湖大道,近卫河路",140,碧桂园平原新区。1楼带花园280平米，送车位哦。有证急售急售,3室2厅
98m²,2019年建造,低层(共34层),"
                    瀚宇天悦湾  
                    荥阳-荥阳城区-郑上路,近万山路",60,荥阳地铁口特价 首付1万买三房 公立学校 另免三年物业费！,3室2厅
88m²,2017年建造,低层(共26层),"
                    正弘中央公园尚林苑  
                    新郑-新郑龙湖-雍州路",85,急售  正弘中央公园温馨三室 单价9xxx,3室2厅
120m²,2015年建造,低层(共33层),"
                    亚新美好天境  
                    中牟-中牟城区-兴安街,近商都大道",120,七中旁亚新美好天境   一级物业  成品交付，清盘特惠 团购,3室2厅
115m²,2019年建造,低层(共28层),"
                    天伦城  
                    金水-东三街-鸿宝路,近任庄路",173,首期5万 入住金水东三环  龙子湖畔 团购一万五 划入优胜路,3室2厅
118m²,2017年建造,低层(共28层),"
                    泰宏建业国际城12号院  
                    二七-二七周边-杏贾路,近大学南路",170,带车位 双阳台 南北通透 精装三房 家具家电全送！满两年,3室2厅
120m²,2015年建造,低层(共24层),"
                    富田兴龙湾  
                    新郑-新郑龙湖-郑新路,近泰山路",97,外国语旁 精装三房 房本齐全 南北通透 环境优美 看房方便,3室2厅
92m²,2020年建造,低层(共33层),"
                    瀚宇天悦湾  
                    荥阳-荥阳城区-郑上路,近万山路",55.3,郑上路刘禹锡公园旁 地铁口不限购 瀚宇天悦湾现房 一楼带院,3室2厅
89m²,2016年建造,低层(共28层),"
                    法兰原著  
                    新郑-新郑龙湖-祥安路,近郑新路",79,急售法兰原著小三房89平简单装修79万赔钱甩卖可随时看房,3室2厅
95m²,2019年建造,低层(共34层),"
                    新城郡望府  
                    荥阳-荥阳城区-织机路,近郑上路",68,新城郡望府 品质楼盘品质物业 中式豪宅设计 高绿化 欢迎来电,3室2厅
88m²,2017年建造,低层(共31层),"
                    锦艺四季城  
                    惠济-北大学城-天河路,近英才街",132.8,（豪）拎包入住 全南人气户型 即买即住 等你过户,3室2厅
116m²,2015年建造,低层(共33层),"
                    绿地滨湖国际城五区  
                    二七-连云路-鼎盛大道,近望桥路",135,南环公园 绿地五区 135万 南北通透 116平 3室2厅,3室2厅
109m²,2019年建造,低层(共33层),"
                    和平里小区  
                    中原-中原西路-樊楼中街",68,真急售109平 68万 1号线门口 988医院旁边 超低 价,3室2厅
97m²,2020年建造,低层(共33层),"
                    金科城  
                    高新区-科学大道-月桂路21号",120,高新双地铁精装准现房首付一万订房 上名校 宜居宜投拎包入住,3室2厅
89m²,2020年建造,低层(共33层),"
                    信保春风十里  
                    管城-管城周边-华夏大道,近经南十二路",130,信保春风十里，低于周边价位，地铁口，实验中学旁，五证齐全,3室2厅
89m²,2015年建造,低层(共27层),"
                    和昌悦澜北苑  
                    金水-花园路-宏康路66号",120,花园路 地铁口 和昌悦澜 环境优美 人车分流 刚需三室 急卖,3室2厅
113m²,2015年建造,低层(共26层),"
                    龙湖锦艺城  
                    新郑-新郑龙湖-双湖东道2号",105,龙湖锦艺城 户型方正采光好 自带商圈 中层楼层 电梯房,3室2厅
89m²,2019年建造,低层(共34层),"
                    阳光城丽兹公馆  
                    中原-碧沙岗-西三环,近中原西路",115,西三环内万达旁 精装修 准现房 地铁口 阳光城 常西湖CCD,3室2厅
141m²,2013年建造,低层(共34层),"
                    康桥金域上郡3号院  
                    二七-淮河路-汝河路28号",245,245万，买康桥金域上郡141平大三房，业主急售，满五,3室2厅
118m²,2017年建造,低层(共33层),"
                    金科城  
                    高新区-科学大道-月桂路21号",173,科学大道，郑州中学學区房，精装修，必看房源,3室2厅
88m²,2017年建造,低层(共33层),"
                    天誉龙邸  
                    中原-五龙口-农业路",109,划片育才 首付25万 买人车分流 三房 精装 拎包入住,3室2厅
87m²,2016年建造,低层(共33层),"
                    朗悦公园道1号誉园  
                    高新区-科学大道-枫杨街,近春藤路",139.8,公园道精装B4户型 买家具家电拎包入住 有本满二 随时过户,3室2厅
125m²,2018年建造,低层(共32层),"
                    瀚宇天悦湾  
                    荥阳-荥阳城区-郑上路,近万山路",70,天悦湾125 经典三室两厅两卫 龙门实验小学 环境优美,3室2厅
95m²,2020年建造,低层(共29层),"
                    天伦城  
                    金水-东三街-鸿宝路,近任庄路",150,金水区东三环双名校千亩学府家 生态公园城邦 国风低密雅宅,3室2厅
89m²,2017年建造,低层(共34层),"
                    金地格林小城  
                    荥阳-荥阳城区-桃贾路,近郑上路",64,经典三室只要64万！业主急着腾资格，看中房子价位可谈！可看房,3室2厅
88m²,2018年建造,低层(共32层),"
                    正弘高新数码港住宅  
                    高新区-科学大道-科学大道,近银屏路",140,高新区核心位置  科学大道 南北通透大三房  高端改善房,3室2厅
89m²,2018年建造,低层(共32层),"
                    金科集美公馆  
                    荥阳-荥阳城区-荥泽大道",57,荥阳东区，八小附近，3室两厅，月供1750起,3室2厅
114m²,,低层(共26层),"
                    康桥原溪里1号院  
                    新郑-新郑龙湖-祥安路",105,低市场价 奥莱旁康桥品质精装大三房带地暖！可上实验小学,3室2厅
131m²,2018年建造,低层(共32层),"
                    物华臻悦  
                    荥阳-荥阳城区-飞龙路,近康泰路",90,3室2厅 电梯房 90万 物华臻悦 诚心出售 价格可议,3室2厅
110m²,2020年建造,低层(共33层),"
                    瀚宇天悦湾  
                    荥阳-荥阳城区-郑上路,近万山路",69,南北通透 3室2厅 110平 69万 楼层好 视野无遮挡,3室2厅
88m²,2017年建造,低层(共31层),"
                    锦艺四季城  
                    惠济-北大学城-天河路,近英才街",132.8,（刚需） 3万订房 小三房  随时过户 锦艺四季城,3室2厅
88m²,2017年建造,低层(共31层),"
                    锦艺四季城  
                    惠济-北大学城-天河路,近英才街",132.8,英才街锦艺四季城婚房装修纯南3房，上外国语 观贾鲁河美景,3室2厅
125m²,2019年建造,低层(共32层),"
                    瀚宇天悦湾  
                    荥阳-荥阳城区-郑上路,近万山路",70,郑西万亩河景大盘 轻奢三房 社区内大河穿过 地铁口 低总价,3室2厅
125m²,2020年建造,低层(共33层),"
                    瀚宇天悦湾  
                    荥阳-荥阳城区-郑上路,近万山路",78,3室2厅 南北通透 电梯房 78万 看房方便 有钥匙,3室2厅
122m²,2000年建造,低层(共34层),"
                    永威城  
                    管城-管城周边-中州大道",180,永威城大三房业主急售随时看房，有钥匙环境优美采光无遮挡！,3室2厅
129m²,2019年建造,低层(共32层),"
                    泉舜上城  
                    金水-南阳路-黄河路82号",232.5,金一环 地铁3，5号线 5万网签 129大三房 可用公积金,3室2厅
88m²,2017年建造,低层(共31层),"
                    锦艺四季城  
                    惠济-北大学城-天河路,近英才街",132.8,英才街锦艺四季城婚房装修纯南3房，上外国语 观贾鲁河美景,3室2厅
87m²,2022年建造,低层(共32层),"
                    恒大未来之光  
                    中牟-中牟城区-荆州路",71,港区核心 领事馆区 地铁口    恒大精装品质  千亩大盘,3室2厅
121m²,2000年建造,低层(共34层),"
                    永威城  
                    管城-管城周边-中州大道",172,永威城西苑 低楼层 南北通透 适合老人居住 满二 税费少急售,3室2厅
127m²,2012年建造,低层(共34层),"
                    康桥溪山御府  
                    二七-嵩山路-嵩山南路138号",238,嵩山路  康桥溪山御府 精装大三房235万 低于市场价20万,3室2厅
106m²,2016年建造,低层(共33层),"
                    正商华钻湾景2号院  
                    管城-安徐庄-紫辰路57号",160,华钻精装修朝南三房，每个房子都采光，家具全送，直接拎包入住,3室2厅
124m²,2016年建造,低层(共32层),"
                    正商东方港湾  
                    郑东新区-新东站片-康平路9号",215,不限购法拍房 正商东方港湾 124平 145万起拍 三室两厅,3室2厅
119m²,2015年建造,低层(共34层),"
                    鑫苑名城  
                    二七-嵩山路-嵩山南路,近南三环",140,二七运河新区，精装未住大三室 双阳台 下楼就能上学,3室2厅
97m²,2019年建造,低层(共32层),"
                    名门橙邦  
                    二七-华中片-大学路",135,金二环 双地铁 二七万达旁 名门城邦 航海路大学路,3室2厅
120m²,2014年建造,低层(共33层),"
                    升龙城2号院  
                    二七-淮河路-兴华南街,政通路",240,急卖价格包满意 双露台200平 升龙城2号院  双阳台 急,3室2厅
89m²,2018年建造,低层(共32层),"
                    盛润运河城  
                    二七-二七周边-大学南路,近鼎盛大道",96,大学路 地铁口 首付5万买三房 准现房 公园旁,3室2厅
115m²,2018年建造,低层(共33层),"
                    碧桂园天悦  
                    经开-远大理想城-经开第一大街,近经南六辅路",185,碧桂园，经开区，员工内部房，直接该合同!没有差额税！85折！,3室2厅
165m²,2012年建造,低层(共34层),"
                    鑫苑现代城  
                    二七-京广路-庆丰街17号",385,陇西小学 带院 有车位 鑫苑现代城豪华装修三居室 诚心出售,3室2厅
95m²,2020年建造,低层(共33层),"
                    东润城(五期裕园)  
                    中牟-白沙镇-敬业路,近商都路",98,东润城五期，精装交房，更名转让单价10800，无其他费用,3室2厅
130m²,2016年建造,低层(共33层),"
                    有色地质家园(B区)  
                    郑东新区-商都路-雁鸣路",140,东区象湖 有色地质家园 精装三房 140万送货车 随时看房,3室2厅
136m²,2016年建造,低层(共28层),"
                    鑫苑鑫城  
                    郑东新区-东风南路-康平路89号",299,（送花园）鑫苑鑫城 300万   满二  南北通透 136平,3室2厅
89m²,2017年建造,低层(共27层),"
                    杲村滨河家园西院  
                    金水-索凌路-索凌路",72,北区地铁口精装现房双气三室 一口价 拎包入住有意者联系,3室2厅
115m²,2018年建造,低层(共32层),"
                    物华臻悦  
                    荥阳-荥阳城区-飞龙路,近康泰路",80,精装修 物华臻悦 电梯房 80万 楼层好 视野无遮挡,3室2厅
106m²,2018年建造,低层(共32层),"
                    物华臻悦  
                    荥阳-荥阳城区-飞龙路,近康泰路",72,电梯房 72万 3室2厅 106平 楼层好 视野无遮挡,3室2厅
102m²,2014年建造,低层(共26层),"
                    升龙城2号院  
                    二七-淮河路-兴华南街,政通路",159,急卖 升龙城2号院 朝南精装三房 换房急卖 价格好说 随时看,3室2厅
136m²,2014年建造,低层(共34层),"
                    鑫苑鑫城  
                    郑东新区-东风南路-康平路89号",299,地铁口满五年 精装修 鑫苑鑫城 送花园 降价20万 随时看房,3室2厅
133m²,2019年建造,低层(共32层),"
                    物华臻悦  
                    荥阳-荥阳城区-飞龙路,近康泰路",90,物华臻悦，荥阳东区，2中附近，正上豪布斯卡,3室2厅
89m²,2019年建造,低层(共34层),"
                    汇泉西悦城一号院  
                    中原-陇海西路-西四环,近陇海西路",98,西四环 奥体旁 地铁6号线 汇泉西悦城 单价11000起,3室2厅
126m²,2017年建造,低层(共26层),"
                    碧桂园凤凰湾  
                    郑州周边-新乡-滨湖大道,近卫河路",140,碧桂园平原新区。1楼带花园280平米，送车位哦。有证急售急售,3室2厅
98m²,2019年建造,低层(共34层),"
                    瀚宇天悦湾  
                    荥阳-荥阳城区-郑上路,近万山路",60,荥阳地铁口特价 首付1万买三房 公立学校 另免三年物业费！,3室2厅
95m²,2020年建造,低层(共30层),"
                    新城郡望府  
                    荥阳-荥阳城区-织机路,近郑上路",77,新城郡望府 95平 南北通透 77万 看房方便 有钥匙,3室2厅
88m²,2017年建造,低层(共26层),"
                    正弘中央公园尚林苑  
                    新郑-新郑龙湖-雍州路",85,急售  正弘中央公园温馨三室 单价9xxx,3室2厅
120m²,2015年建造,低层(共33层),"
                    亚新美好天境  
                    中牟-中牟城区-兴安街,近商都大道",120,七中旁亚新美好天境   一级物业  成品交付，清盘特惠 团购,3室2厅
115m²,2019年建造,低层(共28层),"
                    天伦城  
                    金水-东三街-鸿宝路,近任庄路",173,首期5万 入住金水东三环  龙子湖畔 团购一万五 划入优胜路,3室2厅
118m²,2017年建造,低层(共28层),"
                    泰宏建业国际城12号院  
                    二七-二七周边-杏贾路,近大学南路",170,带车位 双阳台 南北通透 精装三房 家具家电全送！满两年,3室2厅
120m²,2015年建造,低层(共24层),"
                    富田兴龙湾  
                    新郑-新郑龙湖-郑新路,近泰山路",97,外国语旁 精装三房 房本齐全 南北通透 环境优美 看房方便,3室2厅
92m²,2020年建造,低层(共33层),"
                    瀚宇天悦湾  
                    荥阳-荥阳城区-郑上路,近万山路",55.3,郑上路刘禹锡公园旁 地铁口不限购 瀚宇天悦湾现房 一楼带院,3室2厅
100m²,2020年建造,低层(共32层),"
                    瀚宇天悦湾  
                    荥阳-荥阳城区-郑上路,近万山路",62,62万 电梯房 100平 瀚宇天悦湾 居家自住 保养好,3室2厅
89m²,2016年建造,低层(共28层),"
                    法兰原著  
                    新郑-新郑龙湖-祥安路,近郑新路",79,急售法兰原著小三房89平简单装修79万赔钱甩卖可随时看房,3室2厅
95m²,2019年建造,低层(共34层),"
                    新城郡望府  
                    荥阳-荥阳城区-织机路,近郑上路",68,新城郡望府 品质楼盘品质物业 中式豪宅设计 高绿化 欢迎来电,3室2厅
89m²,2018年建造,低层(共30层),"
                    金地名悦  
                    中牟-中牟城区-航海东路,近风栖路",85,可解决限购！89平85万！经开区房本！直接网签，无任何费用！,3室2厅
116m²,2015年建造,低层(共33层),"
                    绿地滨湖国际城五区  
                    二七-连云路-鼎盛大道,近望桥路",135,南环公园 绿地五区 135万 南北通透 116平 3室2厅,3室2厅
109m²,2019年建造,低层(共33层),"
                    和平里小区  
                    中原-中原西路-樊楼中街",68,真急售109平 68万 1号线门口 988医院旁边 超低 价,3室2厅
97m²,2020年建造,低层(共33层),"
                    金科城  
                    高新区-科学大道-月桂路21号",120,高新双地铁精装准现房首付一万订房 上名校 宜居宜投拎包入住,3室2厅
89m²,2020年建造,低层(共33层),"
                    信保春风十里  
                    管城-管城周边-华夏大道,近经南十二路",130,信保春风十里，低于周边价位，地铁口，实验中学旁，五证齐全,3室2厅
89m²,2015年建造,低层(共27层),"
                    和昌悦澜北苑  
                    金水-花园路-宏康路66号",120,花园路 地铁口 和昌悦澜 环境优美 人车分流 刚需三室 急卖,3室2厅
126m²,2008年建造,低层(共32层),"
                    广汇PAMA  
                    金水-燕庄-金水路216号",330,广汇pama 126平精装三房 带120平院子 照片视频真实,3室2厅
113m²,2015年建造,低层(共26层),"
                    龙湖锦艺城  
                    新郑-新郑龙湖-双湖东道2号",105,龙湖锦艺城 户型方正采光好 自带商圈 中层楼层 电梯房,3室2厅
89m²,2019年建造,低层(共34层),"
                    阳光城丽兹公馆  
                    中原-碧沙岗-西三环,近中原西路",115,西三环内万达旁 精装修 准现房 地铁口 阳光城 常西湖CCD,3室2厅
141m²,2013年建造,低层(共34层),"
                    康桥金域上郡3号院  
                    二七-淮河路-汝河路28号",245,245万，买康桥金域上郡141平大三房，业主急售，满五,3室2厅
118m²,2017年建造,低层(共33层),"
                    金科城  
                    高新区-科学大道-月桂路21号",173,科学大道，郑州中学學区房，精装修，必看房源,3室2厅
98m²,2019年建造,低层(共33层),"
                    融信江湾城  
                    荥阳-荥阳城区-伴山东路",80,高新区准现房 首付1万送车位 员工渠道 一级物业双气住宅,3室2厅
88m²,2017年建造,低层(共33层),"
                    天誉龙邸  
                    中原-五龙口-农业路",109,划片育才 首付25万 买人车分流 三房 精装 拎包入住,3室2厅
87m²,2016年建造,低层(共33层),"
                    朗悦公园道1号誉园  
                    高新区-科学大道-枫杨街,近春藤路",139.8,公园道精装B4户型 买家具家电拎包入住 有本满二 随时过户,3室2厅
125m²,2020年建造,低层(共33层),"
                    瀚宇天悦湾  
                    荥阳-荥阳城区-郑上路,近万山路",78,3室2厅 南北通透 电梯房 78万 看房方便 有钥匙,3室2厅
95m²,2020年建造,低层(共29层),"
                    天伦城  
                    金水-东三街-鸿宝路,近任庄路",150,金水区东三环双名校千亩学府家 生态公园城邦 国风低密雅宅,3室2厅
89m²,2017年建造,低层(共34层),"
                    金地格林小城  
                    荥阳-荥阳城区-桃贾路,近郑上路",64,经典三室只要64万！业主急着腾资格，看中房子价位可谈！可看房,3室2厅
121m²,2000年建造,低层(共34层),"
                    永威城  
                    管城-管城周边-中州大道",172,同样首付三十万 我选永威高品质  看过永威现房再做决定置业哪,3室2厅
131m²,2018年建造,低层(共32层),"
                    物华臻悦  
                    荥阳-荥阳城区-飞龙路,近康泰路",90,3室2厅 电梯房 90万 物华臻悦 诚心出售 价格可议,3室2厅
88m²,2017年建造,低层(共31层),"
                    锦艺四季城  
                    惠济-北大学城-天河路,近英才街",132.8,（豪）拎包入住 全南人气户型 即买即住 等你过户,3室2厅
125m²,2018年建造,低层(共32层),"
                    瀚宇天悦湾  
                    荥阳-荥阳城区-郑上路,近万山路",70,天悦湾125 经典三室两厅两卫 龙门实验小学 环境优美,3室2厅
125m²,2019年建造,低层(共32层),"
                    瀚宇天悦湾  
                    荥阳-荥阳城区-郑上路,近万山路",70,郑西万亩河景大盘 轻奢三房 社区内大河穿过 地铁口 低总价,3室2厅
88m²,2017年建造,低层(共31层),"
                    锦艺四季城  
                    惠济-北大学城-天河路,近英才街",132.8,（刚需） 3万订房 小三房  随时过户 锦艺四季城,3室2厅
110m²,2020年建造,低层(共33层),"
                    瀚宇天悦湾  
                    荥阳-荥阳城区-郑上路,近万山路",69,南北通透 3室2厅 110平 69万 楼层好 视野无遮挡,3室2厅
88m²,2018年建造,低层(共32层),"
                    正弘高新数码港住宅  
                    高新区-科学大道-科学大道,近银屏路",140,高新区核心位置  科学大道 南北通透大三房  高端改善房,3室2厅
89m²,2018年建造,低层(共32层),"
                    金科集美公馆  
                    荥阳-荥阳城区-荥泽大道",57,荥阳东区，八小附近，3室两厅，月供1750起,3室2厅
114m²,,低层(共26层),"
                    康桥原溪里1号院  
                    新郑-新郑龙湖-祥安路",105,低市场价 奥莱旁康桥品质精装大三房带地暖！可上实验小学,3室2厅
122m²,2022年建造,低层(共33层),"
                    郑西鑫苑名家  
                    荥阳-荥阳城区-郑上路,近广武路",86,3室2厅 南北通透 86万 郑西鑫苑名家 122平 采光好,3室2厅
110m²,2018年建造,低层(共32层),"
                    瀚宇天悦湾  
                    荥阳-荥阳城区-郑上路,近万山路",60,110平 3室2厅 唯一住房 瀚宇天悦湾 电梯房 南北通透,3室2厅
110m²,2019年建造,低层(共32层),"
                    瀚宇天悦湾  
                    荥阳-荥阳城区-郑上路,近万山路",60,天悦湾，龙门学校，中医院附近，5800起,3室2厅
118m²,2017年建造,低层(共34层),"
                    亚星江南小镇  
                    上街-中心路-淮阳路南段23号",62,捡漏 南北通透 亚星江南小镇  118平 电梯房 房东急置,3室2厅
89m²,2018年建造,低层(共32层),"
                    瀚宇天悦湾  
                    荥阳-荥阳城区-郑上路,近万山路",69,89平 69万 唯一住房 3室2厅 瀚宇天悦湾 采光好 周边,3室2厅
89m²,2017年建造,低层(共32层),"
                    瀚宇天悦湾  
                    荥阳-荥阳城区-郑上路,近万山路",65,美丽天悦湾，89平送70平方小三房,3室2厅
89m²,2020年建造,低层(共33层),"
                    瀚宇天悦湾  
                    荥阳-荥阳城区-郑上路,近万山路",50,郑上路地铁口，首付1万，月供两千，龙门实验小学，南北通透,3室2厅
98m²,2020年建造,低层(共26层),"
                    法兰原著  
                    新郑-新郑龙湖-祥安路,近郑新路",87,"法兰原著经典三居,欧式建筑,指纹,随时看房!",3室2厅
93m²,2019年建造,低层(共33层),"
                    万科城湖心岛  
                    中原-中原周边-科学大道,近红松路",98,万科湖心岛 地铁口 精装修准现房 大品牌 南北通透,3室2厅
97m²,2017年建造,低层(共32层),"
                    东润城(一期臻园)  
                    郑东新区-郑东新区周边-商都大道",109,郑东新区 东润城 南北通透 97平  109万 送地下车位急,3室2厅
112m²,2019年建造,低层(共31层),"
                    公园世家  
                    高新区-科学大道-石楠路,近科学大道",128,5000网签剩余首付2年后付清，郑大旁郑大附小附z，双地铁,3室2厅
